"","Rk","Player","Pos","Age","Tm","G","GS","MP","FG","FGA","FG%","3P","3PA","3P%","2P","2PA","2P%","FT","FTA","FT%","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","ORtg","DRtg"
"365","278","Frank Kaminsky","C","25","CHO","47","0","755","8.9","19.2",".463","3.2","9.0",".360","5.7","10.2",".553","5.1","6.9",".738","2.5","8.0","10.5","4.1","0.8","0.8","2.6","4.4","26.1","115","114"
"366","279","Enes Kanter","C","26","TOT","67","31","1640","11.0","20.1",".549","0.3","1.0",".294","10.7","19.1",".562","4.6","5.8",".787","7.6","11.8","19.4","3.4","0.9","0.8","3.5","4.9","26.9","118","111"
"367","279","Enes Kanter","C","26","NYK","44","23","1128","10.7","20.0",".536","0.3","0.9",".318","10.4","19.1",".547","4.5","5.5",".814","7.3","12.4","19.7","3.6","0.8","0.7","3.4","4.5","26.2","117","112"
"368","279","Enes Kanter","C","26","POR","23","8","512","11.7","20.3",".577","0.3","1.1",".250","11.4","19.2",".596","4.7","6.4",".735","8.1","10.6","18.7","3.0","1.3","0.9","3.7","5.8","28.5","122","109"
"369","280","Luke Kennard","SG","22","DET","63","10","1437","7.8","17.8",".438","3.6","9.2",".394","4.2","8.6",".486","1.7","2.1",".836","0.4","5.9","6.3","3.9","0.9","0.3","2.0","3.2","21.0","110","112"
"370","281","Michael Kidd-Gilchrist","PF","25","CHO","64","3","1179","6.5","13.7",".476","0.7","1.9",".340","5.9","11.8",".498","3.9","5.1",".772","3.6","6.5","10.1","2.5","1.3","1.6","1.8","6.4","17.6","115","112"
"371","282","George King","SF","25","PHO","1","0","6","0.0","0.0","","0.0","0.0","","0.0","0.0","","0.0","0.0","","0.0","8.0","8.0","0.0","0.0","0.0","0.0","0.0","0.0","","119"
"372","283","Maxi Kleber","PF","27","DAL","71","18","1502","5.7","12.5",".453","2.5","7.0",".353","3.2","5.4",".583","1.9","2.4",".784","2.9","7.7","10.6","2.3","1.2","2.5","1.7","4.6","15.7","115","109"
"373","284","Brandon Knight","PG","27","TOT","39","26","736","6.7","17.5",".381","2.8","8.7",".318","3.9","8.8",".443","1.8","2.3",".794","0.7","3.3","4.0","4.8","1.4","0.1","2.0","4.2","17.9","101","119"
"374","284","Brandon Knight","PG","27","HOU","12","0","118","4.6","19.5",".234","2.1","13.3",".156","2.5","6.2",".400","3.7","4.6",".818","0.4","3.3","3.7","3.7","0.8","0.0","2.1","5.8","15.0","78","116"
"375","284","Brandon Knight","PG","27","CLE","27","26","618","7.1","17.1",".413","2.9","7.8",".371","4.2","9.3",".448","1.4","1.8",".783","0.7","3.3","4.0","5.0","1.5","0.2","2.0","3.9","18.5","106","119"
"376","285","Kevin Knox","PF","19","NYK","75","57","2158","7.5","20.4",".370","2.8","8.1",".343","4.8","12.3",".387","3.6","5.0",".717","1.4","6.1","7.5","1.8","1.0","0.5","2.5","3.9","21.5","93","116"
"377","286","Furkan Korkmaz","SG","21","PHI","48","7","679","6.8","17.0",".400","3.3","10.0",".326","3.5","7.0",".505","2.5","3.1",".818","1.1","6.3","7.4","3.6","2.0","0.1","1.7","4.3","19.4","108","110"
"378","287","Luke Kornet","PF","23","NYK","46","18","784","6.6","17.4",".378","4.3","11.9",".363","2.3","5.5",".411","2.3","2.8",".826","1.7","6.6","8.3","3.3","1.7","2.6","1.5","2.5","19.8","110","111"
"379","288","Kyle Korver","SG-PF","37","TOT","70","0","1334","7.3","17.4",".416","5.0","12.6",".397","2.3","4.9",".467","2.2","2.6",".822","0.3","5.5","5.9","2.9","0.9","0.4","2.1","3.8","21.7","109","111"
"380","288","Kyle Korver","PF","37","CLE","16","0","251","6.9","15.0",".461","4.9","10.7",".463","2.0","4.4",".455","2.6","3.2",".813","0.0","5.7","5.7","3.4","0.6","0.4","3.4","4.4","21.4","112","120"
"381","288","Kyle Korver","SG","37","UTA","54","0","1083","7.3","18.0",".408","5.0","13.0",".384","2.3","5.0",".469","2.1","2.5",".825","0.4","5.5","5.9","2.8","1.0","0.4","1.9","3.7","21.7","109","109"
"382","289","Kosta Koufos","C","29","SAC","42","1","502","6.8","14.2",".477","0.0","0.0","","6.8","14.2",".477","0.9","2.2",".417","4.8","11.6","16.4","3.3","1.4","1.7","2.5","6.3","14.5","101","108"
"383","290","Rodions Kurucs","SF","20","BRK","63","46","1294","7.4","16.5",".450","2.1","6.8",".315","5.3","9.7",".543","2.6","3.4",".783","2.1","7.0","9.0","1.9","1.5","0.9","2.8","5.4","19.6","102","109"
"384","291","Kyle Kuzma","PF","23","LAL","70","68","2314","10.0","21.9",".456","2.6","8.5",".303","7.4","13.4",".553","3.8","5.0",".752","1.2","6.5","7.7","3.6","0.8","0.5","2.7","3.4","26.3","106","112"
"385","292","Skal Labissière","PF","22","TOT","22","1","176","7.0","13.1",".531","1.6","3.5",".462","5.4","9.7",".556","2.4","4.6",".529","2.4","9.1","11.5","3.0","1.3","1.6","3.0","7.8","18.0","108","109"
"386","292","Skal Labissière","PF","22","SAC","13","0","113","5.4","12.4",".433","1.6","4.5",".364","3.7","7.8",".474","2.5","4.5",".545","1.6","8.2","9.9","2.5","0.8","1.2","2.9","8.6","14.8","96","112"
"387","292","Skal Labissière","PF","22","POR","9","1","63","10.0","14.6",".684","1.5","1.5","1.000","8.5","13.1",".647","2.3","4.6",".500","3.8","10.8","14.6","3.8","2.3","2.3","3.1","6.2","23.8","129","105"
"388","293","Jeremy Lamb","SG","26","CHO","79","55","2250","9.3","21.2",".440","2.5","7.1",".348","6.8","14.0",".487","5.0","5.6",".888","1.4","8.0","9.4","3.7","1.9","0.7","1.7","3.0","26.1","113","111"
"389","294","Zach LaVine","SG","23","CHI","63","62","2171","11.8","25.4",".467","2.7","7.2",".374","9.2","18.2",".504","7.0","8.4",".832","0.9","5.7","6.6","6.3","1.3","0.6","4.8","3.1","33.3","106","115"
"390","295","Jake Layman","SF","24","POR","71","33","1327","7.9","15.5",".509","2.2","6.6",".326","5.7","8.9",".646","1.8","2.6",".704","2.0","5.9","7.9","1.9","1.1","1.1","1.7","4.2","19.7","118","112"
"391","296","T.J. Leaf","PF","21","IND","58","1","522","9.3","17.1",".541","0.7","2.9",".258","8.5","14.2",".599","1.8","2.9",".613","4.0","7.7","11.7","2.2","0.8","1.8","1.1","3.3","21.1","119","107"
"392","297","Courtney Lee","SG","33","TOT","34","6","428","6.0","14.6",".411","1.8","6.2",".291","4.2","8.4",".500","1.6","2.4",".667","1.0","5.1","6.1","4.2","2.4","0.3","1.6","3.6","15.4","103","112"
"393","297","Courtney Lee","SG","33","NYK","12","2","160","6.3","14.2",".447","1.5","4.8",".313","4.8","9.3",".516","2.7","4.2",".643","1.8","6.3","8.1","4.8","2.4","0.6","1.5","3.9","16.9","112","112"
"394","297","Courtney Lee","SG","33","DAL","22","4","268","5.8","14.8",".390","2.0","7.1",".282","3.8","7.8",".488","0.9","1.3",".714","0.5","4.3","4.9","3.8","2.4","0.2","1.6","3.4","14.5","97","111"
"395","298","Damion Lee","SG","26","GSW","32","0","375","7.1","16.1",".441","3.4","8.6",".397","3.7","7.5",".492","2.4","2.8",".864","1.0","7.1","8.1","1.6","1.6","0.0","1.4","3.6","20.0","112","111"
"396","299","Walt Lemon Jr.","PG","26","CHI","6","3","167","11.0","25.3",".437","0.6","1.5",".400","10.5","23.8",".439","2.3","3.2",".727","1.2","6.7","7.8","8.7","3.2","0.3","2.9","4.1","25.0","98","110"
"397","300","Alex Len","C","25","ATL","77","31","1544","9.6","19.4",".494","2.2","6.1",".363","7.4","13.3",".554","4.2","6.5",".648","4.7","8.0","12.7","2.6","0.8","2.1","2.9","6.0","25.6","113","113"
"398","301","Kawhi Leonard","SF","27","TOR","60","60","2040","13.2","26.5",".496","2.6","7.1",".371","10.5","19.4",".542","8.6","10.0",".854","1.8","8.5","10.3","4.7","2.5","0.6","2.8","2.0","37.5","119","105"
"399","302","Meyers Leonard","C","26","POR","61","2","878","7.3","13.3",".545","2.8","6.1",".450","4.5","7.2",".626","2.4","2.8",".843","2.7","10.1","12.9","4.1","0.7","0.5","2.4","5.8","19.7","129","111"
"400","303","Jon Leuer","PF","29","DET","41","1","402","8.1","13.9",".584","0.1","1.3",".091","8.0","12.5",".637","2.8","3.8",".742","3.3","8.6","11.9","1.7","1.5","0.5","2.8","7.4","19.1","113","109"
"401","304","Caris LeVert","SF","24","BRK","40","25","1063","9.3","21.6",".429","2.1","6.9",".312","7.1","14.7",".483","3.8","5.5",".691","1.6","5.2","6.8","7.0","1.9","0.6","3.1","3.4","24.5","105","110"
"402","305","Damian Lillard","PG","28","POR","80","80","2838","11.6","26.2",".444","4.0","11.0",".369","7.6","15.2",".499","8.0","8.8",".912","1.2","5.2","6.3","9.4","1.5","0.6","3.6","2.5","35.3","121","112"
"403","306","Jeremy Lin","PG","30","TOT","74","4","1436","7.7","17.6",".440","1.8","6.1",".294","6.0","11.5",".517","5.7","6.8",".838","0.7","5.1","5.8","7.5","1.5","0.4","4.0","4.7","23.0","108","114"
"404","306","Jeremy Lin","PG","30","ATL","51","1","1003","8.3","17.8",".466","2.0","6.1",".333","6.3","11.7",".535","6.5","7.7",".845","0.7","4.7","5.5","8.3","1.8","0.3","4.5","4.4","25.2","112","115"
"405","306","Jeremy Lin","PG","30","TOR","23","3","433","6.4","17.2",".374","1.2","6.1",".200","5.2","11.1",".470","3.8","4.6",".810","0.7","6.0","6.6","5.5","1.0","0.7","2.9","5.3","17.8","96","110"
"406","307","Shaun Livingston","PG","33","GSW","64","0","967","5.4","10.3",".519","0.0","0.1",".000","5.4","10.2",".524","2.0","2.5",".784","2.1","3.7","5.8","5.6","1.5","1.3","1.9","3.6","12.7","118","112"
"407","308","Zach Lofton","SG","26","DET","1","0","4","0.0","12.3",".000","0.0","12.3",".000","0.0","0.0","","0.0","0.0","","0.0","0.0","0.0","0.0","12.3","0.0","12.3","0.0","0.0","0","90"
"408","309","Kevon Looney","C","22","GSW","80","24","1481","7.0","11.1",".625","0.0","0.3",".100","6.9","10.8",".641","2.1","3.4",".619","6.2","7.2","13.4","4.0","1.5","1.7","1.6","6.8","16.1","135","109"
"409","310","Brook Lopez","C","30","MIL","81","81","2322","7.1","15.7",".452","3.7","10.2",".365","3.4","5.5",".613","2.2","2.7",".842","0.7","7.3","7.9","2.0","1.0","3.6","1.6","3.8","20.2","113","103"
"410","311","Robin Lopez","C","30","CHI","74","36","1606","9.2","16.2",".568","0.2","0.9",".226","9.0","15.2",".589","2.7","3.7",".724","4.2","4.4","8.6","2.7","0.3","2.4","2.9","3.7","21.3","113","115"
"411","312","Kevin Love","PF","30","CLE","22","21","598","9.1","23.5",".385","4.4","12.2",".361","4.7","11.3",".412","8.6","9.5",".904","2.7","17.1","19.9","4.0","0.5","0.4","3.5","4.5","31.1","112","114"
"412","313","Kyle Lowry","PG","32","TOR","65","65","2213","6.6","16.0",".411","3.4","9.8",".347","3.2","6.2",".514","3.5","4.2",".830","0.9","5.9","6.8","12.2","2.0","0.7","3.9","3.6","20.1","115","108"
"413","314","Jordan Loyd","PG","25","TOR","12","0","55","7.0","15.7",".444","3.5","7.0",".500","3.5","8.7",".400","7.8","9.6",".818","0.9","7.0","7.8","5.2","0.0","0.0","1.7","4.4","25.3","130","112"
"414","315","Kalin Lucas","PG","29","DET","1","0","6","0.0","8.2",".000","0.0","8.2",".000","0.0","0.0","","16.4","16.4","1.000","0.0","24.6","24.6","8.2","0.0","0.0","0.0","8.2","16.4","140","104"
"415","316","Timothé Luwawu-Cabarrot","SF","23","TOT","50","7","669","5.9","15.7",".376","2.6","8.3",".310","3.3","7.3",".451","2.2","3.0",".756","0.8","6.2","7.0","1.9","1.4","0.6","1.5","5.3","16.6","97","113"
"416","316","Timothé Luwawu-Cabarrot","SF","23","OKC","21","1","123","4.9","16.3",".302","1.9","8.3",".227","3.0","8.0",".381","1.5","2.3",".667","1.5","5.3","6.8","1.5","1.5","0.4","1.9","5.3","13.3","82","109"
"417","316","Timothé Luwawu-Cabarrot","SF","23","CHI","29","6","546","6.1","15.5",".394","2.8","8.3",".330","3.4","7.2",".469","2.4","3.1",".771","0.6","6.4","7.0","2.0","1.3","0.6","1.4","5.2","17.4","101","114"
"418","317","Tyler Lydon","PF","22","DEN","25","0","94","4.7","9.4",".500","2.1","5.2",".400","2.6","4.2",".625","0.5","1.6",".333","3.7","5.7","9.4","3.1","1.0","0.0","2.1","5.2","12.0","116","112"
"419","318","Trey Lyles","PF","23","DEN","64","2","1120","9.1","21.7",".418","2.2","8.8",".255","6.8","12.9",".529","3.6","5.1",".698","1.9","8.9","10.8","3.8","1.3","1.0","3.0","4.1","23.9","100","109"
"420","319","Scott Machado","PG","28","LAL","4","0","19","9.8","14.7",".667","2.4","2.4","1.000","7.3","12.2",".600","2.4","2.4","1.000","0.0","0.0","0.0","7.3","2.4","0.0","0.0","4.9","24.5","165","113"
"421","320","Shelvin Mack","PG","28","TOT","57","3","1246","6.5","16.1",".404","1.8","5.2",".354","4.7","10.9",".429","2.3","3.3",".690","0.7","3.4","4.1","7.3","1.9","0.2","2.6","3.3","17.1","100","112"
"422","320","Shelvin Mack","PG","28","MEM","53","3","1204","6.6","16.1",".414","1.9","5.3",".359","4.7","10.8",".441","2.2","3.1",".707","0.7","3.5","4.2","7.5","1.9","0.2","2.6","3.3","17.4","102","112"
"423","320","Shelvin Mack","PG","28","CHO","4","0","42","2.3","16.2",".143","0.0","2.3",".000","2.3","13.9",".167","5.8","10.4",".556","0.0","2.3","2.3","1.2","2.3","0.0","4.6","3.5","10.4","47","115"
"424","321","Daryl Macon","SG","23","DAL","8","0","90","5.4","14.6",".370","2.7","5.9",".455","2.7","8.6",".313","2.2","3.8",".571","1.1","5.4","6.5","3.8","0.5","0.0","3.2","4.3","15.6","92","115"
"425","322","J.P. Macura","SG","23","CHO","2","0","17","8.6","25.7",".333","0.0","11.4",".000","8.6","14.3",".600","0.0","0.0","","0.0","8.6","8.6","5.7","0.0","0.0","0.0","0.0","17.2","81","116"
"426","323","Ian Mahinmi","C","32","WAS","34","6","498","4.5","9.9",".452","0.3","1.5",".188","4.2","8.4",".500","4.0","5.8",".689","4.6","7.6","12.2","2.4","2.4","1.5","2.0","8.0","13.2","113","111"
"427","324","Thon Maker","C-PF","21","TOT","64","5","972","5.4","13.3",".407","2.4","7.6",".320","3.0","5.7",".522","2.8","4.2",".667","2.0","8.0","10.0","2.2","1.0","2.5","1.6","5.2","16.0","108","106"
"428","324","Thon Maker","C","21","MIL","35","0","409","6.7","15.2",".440","3.0","8.9",".333","3.7","6.4",".589","2.3","4.2",".541","1.9","9.0","10.9","2.0","1.1","2.0","1.0","6.2","18.6","112","104"
"429","324","Thon Maker","PF","21","DET","29","5","563","4.4","11.7",".373","2.0","6.6",".307","2.4","5.2",".458","3.2","4.1",".766","2.1","7.2","9.3","2.4","1.0","2.9","2.1","4.4","13.9","104","107"
"430","325","Boban Marjanovic","C","30","TOT","58","12","681","11.1","18.0",".615","0.3","0.7",".400","10.8","17.3",".624","6.8","9.1",".748","6.0","12.3","18.4","3.7","1.1","1.9","4.1","6.2","29.3","123","107"
"431","325","Boban Marjanovic","C","30","LAC","36","9","376","10.7","17.6",".607","0.0","0.3",".000","10.7","17.3",".616","9.0","11.9",".758","6.9","12.2","19.1","2.8","1.4","2.1","4.6","7.2","30.4","122","107"
"432","325","Boban Marjanovic","C","30","PHI","22","3","305","11.6","18.6",".625","0.6","1.2",".500","11.0","17.3",".634","4.0","5.6",".722","5.0","12.5","17.5","5.0","0.8","1.5","3.4","5.1","27.9","125","108"
"433","326","Lauri Markkanen","PF","21","CHI","52","51","1682","9.9","22.9",".430","3.5","9.6",".361","6.4","13.3",".479","4.9","5.6",".872","2.1","11.4","13.6","2.2","1.1","1.0","2.5","3.5","28.1","107","112"
"434","327","Jarell Martin","PF","24","ORL","42","1","328","6.4","15.5",".413","3.0","8.5",".351","3.4","7.0",".489","1.3","1.6",".818","1.6","9.3","10.9","2.7","0.4","1.2","1.6","7.6","17.2","105","109"
"435","328","Frank Mason III","PG","24","SAC","38","0","435","7.6","18.1",".420","1.5","6.8",".219","6.1","11.2",".543","4.2","6.1",".684","0.6","4.0","4.6","9.0","1.7","0.4","3.9","3.6","20.9","102","114"
"436","329","Yante Maten","PF","22","MIA","2","0","13","3.8","15.0",".250","0.0","3.8",".000","3.8","11.3",".333","0.0","0.0","","3.8","7.5","11.3","0.0","3.8","0.0","0.0","0.0","7.5","70","104"
"437","330","Wesley Matthews","SF-SG","32","TOT","69","68","2091","6.5","16.2",".400","3.5","9.4",".372","3.0","6.9",".437","3.1","3.8",".810","0.7","3.2","4.0","3.7","1.3","0.4","2.1","3.7","19.5","107","113"
"438","330","Wesley Matthews","SF","32","DAL","44","44","1312","7.2","17.3",".414","3.7","9.7",".380","3.5","7.6",".456","3.2","4.1",".791","0.7","3.0","3.8","3.7","1.2","0.4","2.1","3.8","21.3","109","114"
"439","330","Wesley Matthews","SG","32","NYK","2","1","54","3.6","17.0",".211","1.8","8.9",".200","1.8","8.0",".222","3.6","4.5",".800","0.9","1.8","2.7","4.5","0.9","0.9","1.8","1.8","12.5","78","118"
"440","330","Wesley Matthews","SG","32","IND","23","23","725","5.5","14.2",".386","3.2","8.8",".369","2.2","5.4",".413","2.8","3.2",".854","0.7","3.6","4.4","3.7","1.3","0.3","2.1","3.8","16.9","106","111"
"441","331","Luc Mbah a Moute","PF","32","LAC","4","0","61","6.2","13.9",".444","1.5","4.6",".333","4.6","9.3",".500","1.5","3.9",".400","1.5","3.9","5.4","1.5","0.8","0.8","1.5","6.2","15.5","98","115"
"442","332","Tahjere McCall","SG","24","BRK","1","0","8","11.9","17.8",".667","0.0","5.9",".000","11.9","11.9","1.000","0.0","5.9",".000","0.0","5.9","5.9","0.0","0.0","0.0","0.0","11.9","23.8","108","114"
"443","333","Patrick McCaw","SG","23","TOT","29","1","397","3.2","7.6",".413","1.1","3.4",".321","2.1","4.2",".486","1.6","1.8",".867","0.8","5.0","5.8","3.5","2.8","0.2","2.1","4.6","9.0","102","108"
"444","333","Patrick McCaw","SG","23","CLE","3","0","53","1.9","8.4",".222","0.9","3.7",".250","0.9","4.7",".200","0.0","0.0","","0.0","2.8","2.8","1.9","1.9","0.0","2.8","0.9","4.7","52","119"
"445","333","Patrick McCaw","SG","23","TOR","26","1","344","3.3","7.5",".444","1.1","3.3",".333","2.2","4.2",".533","1.8","2.1",".867","1.0","5.3","6.3","3.8","2.9","0.3","2.0","5.2","9.6","110","106"
"446","334","CJ McCollum","SG","27","POR","70","70","2375","11.6","25.3",".459","3.4","9.1",".375","8.2","16.3",".506","3.2","3.9",".828","1.3","4.5","5.8","4.2","1.1","0.6","2.2","3.5","29.9","113","113"
"447","335","T.J. McConnell","PG","26","PHI","76","3","1470","7.1","13.5",".525","0.4","1.3",".333","6.6","12.1",".546","0.9","1.2",".784","0.9","4.7","5.6","8.3","2.5","0.5","2.9","3.4","15.5","110","110"
"448","336","Doug McDermott","SF","27","IND","77","1","1340","7.6","15.4",".491","3.1","7.5",".408","4.5","7.9",".569","2.4","2.9",".835","0.6","3.4","4.0","2.4","0.7","0.3","1.5","3.8","20.6","117","112"
"449","337","JaVale McGee","C","31","LAL","75","62","1671","11.1","17.9",".624","0.0","0.3",".083","11.1","17.5",".634","2.7","4.2",".632","5.4","10.3","15.8","1.4","1.3","4.1","3.0","5.8","25.0","117","104"
"450","338","Rodney McGruder","SG","27","MIA","66","45","1550","5.9","14.5",".403","2.5","7.1",".351","3.4","7.4",".453","1.6","2.3",".722","1.9","5.6","7.5","3.5","1.1","0.4","2.0","3.6","15.9","104","111"
"451","339","Alfonzo McKinnie","SF","26","GSW","72","5","1003","6.4","13.0",".487","2.0","5.6",".356","4.4","7.4",".586","1.3","2.3",".563","3.8","7.9","11.7","1.5","0.9","0.7","1.4","6.4","16.0","116","111"
"452","340","Ben McLemore","SG","25","SAC","19","0","158","7.4","18.9",".391","5.0","12.1",".415","2.4","6.8",".348","2.4","3.5",".667","0.9","4.1","5.0","1.2","1.8","0.9","1.5","6.5","22.1","105","113"
"453","341","Jordan McRae","SG","27","WAS","27","0","333","8.7","18.5",".469","1.4","5.0",".286","7.3","13.5",".537","4.0","5.0",".800","0.9","4.8","5.7","4.3","1.8","1.0","2.1","3.7","22.8","109","114"
"454","342","Jodie Meeks","SG","31","TOR","8","0","104","9.7","18.0",".538","3.7","8.3",".444","6.0","9.7",".619","0.5","0.5","1.000","0.5","5.1","5.5","3.7","0.5","0.5","0.9","2.3","23.5","127","112"
"455","343","Salah Mejri","C","32","DAL","36","4","399","6.7","13.6",".491","1.3","4.1",".324","5.3","9.5",".564","2.4","3.9",".625","4.4","11.5","15.9","4.3","1.2","3.2","2.6","6.7","17.1","114","106"
"456","344","De'Anthony Melton","PG","20","PHO","50","31","984","4.9","12.4",".391","1.4","4.6",".305","3.4","7.8",".441","1.0","1.4",".750","1.2","5.3","6.5","7.7","3.3","1.1","3.6","5.5","12.1","93","112"
"457","345","Chimezie Metu","PF","21","SAS","29","0","145","6.4","19.5",".328","0.0","0.7",".000","6.4","18.9",".339","4.4","5.7",".765","3.0","9.1","12.1","4.4","2.0","0.7","5.1","4.7","17.2","79","109"
"458","346","Khris Middleton","SF","27","MIL","77","77","2393","9.8","22.3",".441","3.5","9.2",".378","6.4","13.1",".485","4.2","5.0",".837","1.0","8.0","9.0","6.4","1.6","0.1","3.4","3.3","27.3","109","106"
"459","347","C.J. Miles","SF","31","TOT","53","1","856","6.3","17.6",".360","3.8","11.5",".330","2.6","6.1",".417","2.7","3.3",".828","0.7","4.6","5.4","2.0","1.5","0.9","1.7","4.5","19.2","99","110"
"460","347","C.J. Miles","SF","31","TOR","40","1","562","6.0","17.6",".340","3.7","11.7",".314","2.3","5.9",".391","3.0","3.8",".795","1.0","4.8","5.8","1.9","1.5","0.9","1.8","5.3","18.6","97","109"
"461","347","C.J. Miles","SF","31","MEM","13","0","294","7.1","17.7",".400","4.1","11.2",".364","3.0","6.6",".462","2.2","2.4",".929","0.2","4.4","4.6","2.4","1.4","0.8","1.5","2.9","20.5","104","112"
"462","348","Darius Miller","SF","28","NOP","69","15","1757","5.0","12.8",".390","3.5","9.6",".365","1.5","3.2",".467","1.5","1.9",".789","0.4","3.0","3.4","3.9","1.1","0.6","1.6","4.4","15.0","110","116"
"463","349","Malcolm Miller","SF","25","TOR","10","0","67","7.9","18.6",".423","7.2","15.0",".476","0.7","3.6",".200","2.1","2.9",".750","0.7","2.9","3.6","0.7","0.7","0.7","0.7","3.6","25.0","122","112"
"464","350","Patty Mills","PG","30","SAS","82","1","1908","7.2","17.0",".425","4.1","10.3",".394","3.1","6.6",".475","2.3","2.6",".854","0.6","4.0","4.7","6.3","1.3","0.3","2.4","3.3","20.8","112","114"
"465","351","Paul Millsap","PF","33","DEN","70","65","1895","8.3","17.2",".484","1.5","4.1",".365","6.8","13.1",".522","4.7","6.5",".727","4.0","9.1","13.1","3.7","2.2","1.4","2.5","4.7","22.9","116","106"
"466","352","Shake Milton","SG","22","PHI","20","0","268","6.0","15.3",".391","2.5","7.8",".318","3.5","7.6",".465","0.9","1.2",".714","1.6","4.6","6.2","3.2","1.4","1.4","1.1","5.1","15.3","105","111"
"467","353","Nikola Mirotic","PF","27","TOT","46","25","1245","8.9","20.2",".439","4.3","11.9",".365","4.6","8.4",".545","3.9","4.6",".847","2.2","10.4","12.7","2.1","1.2","1.3","1.8","4.0","26.0","115","109"
"468","353","Nikola Mirotic","PF","27","NOP","32","22","925","9.1","20.5",".447","4.3","11.6",".368","4.9","8.8",".551","4.3","5.1",".842","2.3","11.0","13.3","1.8","1.1","1.3","1.9","4.3","26.8","116","111"
"469","353","Nikola Mirotic","PF","27","MIL","14","3","320","8.1","19.6",".415","4.5","12.6",".356","3.6","7.0",".521","2.9","3.3",".870","2.0","8.9","10.9","2.9","1.5","1.3","1.6","3.0","23.7","113","105"
"470","354","Donovan Mitchell","SG","22","UTA","77","77","2598","12.2","28.2",".432","3.5","9.6",".362","8.7","18.6",".468","5.9","7.3",".806","1.1","4.7","5.8","5.9","2.0","0.6","4.0","3.8","33.7","104","107"
"471","355","Naz Mitrou-Long","SG","25","UTA","14","0","84","3.4","11.4",".300","1.1","6.3",".182","2.3","5.1",".444","1.1","1.1","1.000","0.6","2.8","3.4","8.5","0.6","0.6","4.6","5.7","9.1","81","111"
"472","356","Malik Monk","SG","20","CHO","73","0","1258","8.8","22.7",".387","4.2","12.8",".330","4.6","9.9",".461","3.5","3.9",".882","0.6","4.7","5.3","4.5","1.4","0.7","3.3","4.1","25.2","99","114"
"473","357","Greg Monroe","C","28","TOT","43","2","480","9.2","18.8",".487","0.1","0.5",".200","9.1","18.3",".495","4.5","7.2",".625","6.7","10.5","17.1","2.4","1.4","0.8","3.2","6.6","22.9","107","106"
"474","357","Greg Monroe","C","28","TOR","38","2","423","8.4","18.2",".460","0.0","0.5",".000","8.4","17.8",".471","4.0","6.9",".574","6.8","10.9","17.7","1.8","1.5","0.9","3.5","6.9","20.7","101","105"
"475","357","Greg Monroe","C","28","BOS","2","0","5","28.9","48.2",".600","0.0","0.0","","28.9","48.2",".600","0.0","0.0","","28.9","0.0","28.9","9.6","0.0","0.0","0.0","0.0","57.8","142","118"
"476","357","Greg Monroe","C","28","PHI","3","0","52","13.6","20.9",".652","0.9","0.9","1.000","12.7","20.0",".636","9.1","10.0",".909","3.6","8.2","11.8","6.4","0.9","0.0","0.9","4.5","37.2","154","112"
"477","358","E'Twaun Moore","SG","29","NOP","53","36","1463","8.1","16.9",".481","2.4","5.6",".432","5.7","11.3",".506","1.4","1.9",".763","1.1","2.9","4.0","3.2","1.3","0.3","1.9","3.6","20.1","110","117"
"478","359","Eric Moreland","PF","27","TOT","5","0","43","3.3","7.8",".429","1.1","1.1","1.000","2.2","6.7",".333","0.0","0.0","","4.5","17.8","22.3","4.5","1.1","1.1","5.6","10.0","7.8","86","102"
"479","359","Eric Moreland","PF","27","PHO","1","0","5","0.0","0.0","","0.0","0.0","","0.0","0.0","","0.0","0.0","","0.0","28.6","28.6","0.0","0.0","0.0","0.0","9.5","0.0","","106"
"480","359","Eric Moreland","PF","27","TOR","4","0","38","3.8","8.8",".429","1.3","1.3","1.000","2.5","7.6",".333","0.0","0.0","","5.0","16.4","21.4","5.0","1.3","1.3","6.3","10.1","8.8","86","102"
"481","360","Jaylen Morris","SG","23","MIL","4","0","29","6.4","16.0",".400","1.6","4.8",".333","4.8","11.2",".429","1.6","3.2",".500","0.0","8.0","8.0","6.4","3.2","0.0","1.6","1.6","16.0","100","103"
"482","361","Marcus Morris","PF","29","BOS","75","53","2091","8.7","19.4",".447","3.4","9.0",".375","5.3","10.5",".508","3.4","4.0",".844","1.8","8.8","10.6","2.5","1.0","0.6","2.1","4.2","24.1","110","109"
"483","362","Markieff Morris","PF","29","TOT","58","16","1270","7.6","18.0",".421","2.5","7.5",".335","5.0","10.4",".484","2.6","3.4",".772","2.3","7.6","9.8","2.9","1.3","0.8","2.0","6.5","20.3","106","112"
"484","362","Markieff Morris","PF","29","WAS","34","15","883","7.7","17.6",".436","2.6","7.7",".333","5.1","9.9",".516","3.1","3.9",".781","2.2","7.1","9.3","3.2","1.3","1.1","2.5","6.3","21.0","106","114"
"485","362","Markieff Morris","PF","29","OKC","24","1","387","7.4","18.8",".391","2.4","7.1",".339","4.9","11.7",".423","1.7","2.3",".737","2.4","8.6","11.0","2.3","1.3","0.2","0.8","7.0","18.8","106","108"
"486","363","Monte Morris","PG","23","DEN","82","6","1970","8.6","17.5",".493","2.3","5.7",".414","6.3","11.8",".531","1.6","2.0",".802","0.9","4.0","4.8","7.4","1.8","0.1","1.3","2.5","21.2","124","111"
